job_position,job_link,company_name,company_profile,job_location,job_posting_date
Data scientist,https://www.linkedin.com/jobs/view/data-scientist-at-blue-ocean-ventures-3638862194?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=dcPwrmSLChLzn7P12HhzcQ%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card,Blue Ocean Ventures,https://www.linkedin.com/company/blue-ocean-ventures?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cary, NC",2023-06-22
Machine Learning Solutions Engineer,https://www.linkedin.com/jobs/view/machine-learning-solutions-engineer-at-roboflow-3625991293?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=mBxPuXvFT6M1SwIJKjoHvQ%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card,Roboflow,https://www.linkedin.com/company/roboflow-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"San Francisco, CA",2023-06-05
Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-elder-research-inc-3637632912?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=iGIms9QBBP%2F9lvDBF2YPbg%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card,"Elder Research, Inc.",https://www.linkedin.com/company/elder-research-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Arlington, VA",2023-06-21
Data Scientist / Data Analyst - Remote | WFH,https://www.linkedin.com/jobs/view/data-scientist-data-analyst-remote-wfh-at-get-it-recruit-information-technology-3628973211?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=RE01gFa2oaAr%2F2OU1LW2uw%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card,Get It Recruit - Information Technology,https://www.linkedin.com/company/get-it-recruit-information-technology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chicago, IL",2023-06-11
Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-coverent-3629290356?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=jKDLPsztULiNi40YCBLELA%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card,Coverent,https://www.linkedin.com/company/coverent?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chantilly, VA",2023-06-07
Head of Data Science,https://www.linkedin.com/jobs/view/head-of-data-science-at-hungryroot-3649422104?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=aWnwJsmyRQ%2FNiJTPFJQapw%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card,Hungryroot,https://www.linkedin.com/company/hungryroot?trk=public_jobs_jserp-result_job-search-card-subtitle,United States,2023-06-30
Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-deloitte-3645222788?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=E6Z6J7Rp28FaHj80sjLliw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,Deloitte,https://www.linkedin.com/company/deloitte?trk=public_jobs_jserp-result_job-search-card-subtitle,"Frederick, MD",2023-06-30
Data Scientist II,https://www.linkedin.com/jobs/view/data-scientist-ii-at-redsail-technologies-llc-3636015691?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=FyFzal6LfA2vt12Q2zHkeA%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card,"RedSail Technologies, LLC",https://www.linkedin.com/company/redsailtechnologies?trk=public_jobs_jserp-result_job-search-card-subtitle,United States,2023-06-15
Computational AI Data Scientist,https://www.linkedin.com/jobs/view/computational-ai-data-scientist-at-ashland-3643524396?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=quvoXofJiqB%2F%2FqQBxCyUYA%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card,Ashland,https://www.linkedin.com/company/ashland-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bridgewater, NJ",2023-05-29
Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-precision-solutions-3643792174?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=%2BCgAP0im5ez6mJjIoLsJKw%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card,Precision Solutions,https://www.linkedin.com/company/precision-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Virginia, United States",2023-06-23
Data Scientist - IL Lisle,https://www.linkedin.com/jobs/view/data-scientist-il-lisle-at-ryerson-3639238616?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=Y6kVM1mfoKf4Tk9NzdpxkA%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card,Ryerson,https://www.linkedin.com/company/ryerson?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lisle, IL",2023-06-20
Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-eteki-inc-3638736595?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=p5Yi0VnZBYGemKigkMwJ8g%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card,eTeki Inc.,https://www.linkedin.com/company/eteki?trk=public_jobs_jserp-result_job-search-card-subtitle,United States,2023-06-19
Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-abc-legal-services-3641766292?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=RurOyrVHvJ80po2cABepdg%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card,ABC Legal Services,https://www.linkedin.com/company/abc-legal-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Seattle, WA",2023-06-15
"Jr Machine Learning Engineer (Hybrid - Remote, Utah)",https://www.linkedin.com/jobs/view/jr-machine-learning-engineer-hybrid-remote-utah-at-deseret-digital-media-3637104866?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=ONP8sF3BbqH20EyM%2Fnz0Ug%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card,Deseret Digital Media,https://www.linkedin.com/company/deseretdigital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Salt Lake City, UT",2023-06-17
Clinical Data Scientist,https://www.linkedin.com/jobs/view/clinical-data-scientist-at-concertai-3635529548?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=LmmMuorQRyHbNwiv9WgyXw%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card,ConcertAI,https://www.linkedin.com/company/concertai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Fremont, CA",2023-06-13
Data Scientist #300269,https://www.linkedin.com/jobs/view/data-scientist-%23300269-at-grainger-3634088392?refId=X9j8Z9F8Jj0Xyid9F5O4xw%3D%3D&trackingId=5r%2FclFJqKAX3JcdK888aOA%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card,Grainger,https://www.linkedin.com/company/w.w.-grainger?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lake Forest, IL",2023-06-18
Co-op Data Scientist,https://ca.linkedin.com/jobs/view/co-op-data-scientist-at-open-ocean-robotics-3647573569?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=ZwTuTSVObya%2FC3APCpOr4Q%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,Open Ocean Robotics,https://ca.linkedin.com/company/open-ocean-robotics?trk=public_jobs_jserp-result_job-search-card-subtitle,"Victoria, British Columbia, Canada",2023-06-27
Senior Data Scientist (Canada),https://ca.linkedin.com/jobs/view/senior-data-scientist-canada-at-tiger-analytics-3574794932?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=Wj1TeQOm00HRQfPpAWz1Eg%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,Tiger Analytics,https://www.linkedin.com/company/tiger-analytics?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-04-18
Senior Data Scientist,https://ca.linkedin.com/jobs/view/senior-data-scientist-at-phenomic-3651027080?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=Y3zy63P%2BsHrHCiHHR7GGWg%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,Phenomic,https://ca.linkedin.com/company/phenomic?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-06-30
Machine Learning Engineer,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-mobsquad-3641785139?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=zZVig3sEXH7NMm4UgsNw0Q%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card,MobSquad,https://ca.linkedin.com/company/mobsquad?trk=public_jobs_jserp-result_job-search-card-subtitle,"Vancouver, British Columbia, Canada",2023-05-28
"Data Scientist, Artificial Intelligence",https://ca.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-air-canada-3613509301?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=laMJQ4MimuibSA3DUpbV2g%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card,Air Canada,https://ca.linkedin.com/company/air-canada?trk=public_jobs_jserp-result_job-search-card-subtitle,"Dorval, Quebec, Canada",2023-04-28
Data Scientist / Analyst - Private Equity,https://ca.linkedin.com/jobs/view/data-scientist-analyst-private-equity-at-people-machine-3646240041?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=xVdXoC4MTyqLOqrH5sis0w%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card,People Machine,https://ca.linkedin.com/company/peoplemachine?trk=public_jobs_jserp-result_job-search-card-subtitle,"Greater Toronto Area, Canada",2023-07-01
NLP Machine Learning Engineer,https://ca.linkedin.com/jobs/view/nlp-machine-learning-engineer-at-prenuvo-3641794150?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=OB5%2F2%2BIunrnzmEwxYDRcVg%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card,Prenuvo,https://www.linkedin.com/company/prenuvo?trk=public_jobs_jserp-result_job-search-card-subtitle,"Vancouver, British Columbia, Canada",2023-05-28
Data Scientist / Machine Learning Specialist (Application Development | Level 2 (CAD)),https://ca.linkedin.com/jobs/view/data-scientist-machine-learning-specialist-application-development-level-2-cad-at-soho-square-solutions-3645689495?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=1NRXpD6d58CJ3SMzTE2SrA%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card,Soho Square Solutions,https://www.linkedin.com/company/sohosquaresolutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montreal, Quebec, Canada",2023-06-27
AI Research Scientist,https://ca.linkedin.com/jobs/view/ai-research-scientist-at-phaidra-3641790700?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=Hpyd1Iw9OBL%2BIf6bYQJHWA%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card,Phaidra,https://www.linkedin.com/company/phaidra-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Edmonton, Alberta, Canada",2023-06-13
Senior Data Scientist,https://ca.linkedin.com/jobs/view/senior-data-scientist-at-bluwave-ai-3625751913?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=Cc9mPCzNzhscmh77qRQT0w%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card,BluWave-ai,https://ca.linkedin.com/company/bluwave-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ottawa, Ontario, Canada",2023-06-01
Data Scientist / Engineer - Freelance [Remote],https://ca.linkedin.com/jobs/view/data-scientist-engineer-freelance-remote-at-braintrust-3647559983?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=t5F%2BnoNnY3T%2BLAxg4OBbMQ%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card,Braintrust,https://www.linkedin.com/company/usebraintrust?trk=public_jobs_jserp-result_job-search-card-subtitle,"Oakville, Ontario, Canada",2023-06-27
Data Scientist,https://ca.linkedin.com/jobs/view/data-scientist-at-purposemed-3641799240?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=JtYCRd6mfxBhJ1%2BVuaAUAw%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card,PurposeMed,https://ca.linkedin.com/company/purposemed?trk=public_jobs_jserp-result_job-search-card-subtitle,"Calgary, Alberta, Canada",2023-05-28
Data Scientist / Engineer - Freelance [Remote],https://ca.linkedin.com/jobs/view/data-scientist-engineer-freelance-remote-at-braintrust-3647566077?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=0WyS9ftFna%2Fu2ailsmsz%2Fg%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card,Braintrust,https://www.linkedin.com/company/usebraintrust?trk=public_jobs_jserp-result_job-search-card-subtitle,"Calgary, Alberta, Canada",2023-06-27
Data Scientist / Engineer - Freelance [Remote],https://ca.linkedin.com/jobs/view/data-scientist-engineer-freelance-remote-at-braintrust-3647566075?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=KoOu%2BYy%2Bc%2FHQXwyKF1s3nQ%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card,Braintrust,https://www.linkedin.com/company/usebraintrust?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-06-27
Data Scientist,https://ca.linkedin.com/jobs/view/data-scientist-at-quickplay-3642797469?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=mLkCD42H8tUWBN7FkoDXVQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,Quickplay,https://ca.linkedin.com/company/quickplay-ott?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-06-27
"Data Scientist, Operational Research",https://ca.linkedin.com/jobs/view/data-scientist-operational-research-at-portage-3646238354?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=VIcHSQxWkL043SpihRlhww%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card,Portage,https://ca.linkedin.com/company/portagecanada?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montreal, Quebec, Canada",2023-07-01
Data Scientist / Engineer - Freelance [Remote],https://ca.linkedin.com/jobs/view/data-scientist-engineer-freelance-remote-at-braintrust-3647560853?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=%2F2kOS5TMyYRFzDJT8Er54A%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,Braintrust,https://www.linkedin.com/company/usebraintrust?trk=public_jobs_jserp-result_job-search-card-subtitle,"Edmonton, Alberta, Canada",2023-06-27
Python Developer,https://ca.linkedin.com/jobs/view/python-developer-at-zortech-solutions-3599545042?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=hMaeC3oad5EyPnOJFhNuQw%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,Zortech Solutions,https://ca.linkedin.com/company/zortech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montreal, Quebec, Canada",2023-05-08
Senior Machine Learning Engineer,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-owl-co-3590342065?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=7RGygyWCKEvxpfC2sO8j6w%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,owl.co,https://ca.linkedin.com/company/owldotco?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-04-03
Data Scientist / Engineer - Freelance [Remote],https://ca.linkedin.com/jobs/view/data-scientist-engineer-freelance-remote-at-braintrust-3647565144?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=%2FhI91CQ4AlTwpP2OTty9tA%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,Braintrust,https://www.linkedin.com/company/usebraintrust?trk=public_jobs_jserp-result_job-search-card-subtitle,"Vancouver, British Columbia, Canada",2023-06-27
Python Programmer-Canada,https://ca.linkedin.com/jobs/view/python-programmer-canada-at-zortech-solutions-3552426786?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=8oWEUBAptpN81N35oblEgQ%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card,Zortech Solutions,https://ca.linkedin.com/company/zortech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mississauga, Ontario, Canada",2023-04-03
ML-Ops Engineer,https://ca.linkedin.com/jobs/view/ml-ops-engineer-at-shyftlabs-3621340826?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=MTQc9BrI%2B%2FNi%2BfLkjx0ghw%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card,ShyftLabs,https://ca.linkedin.com/company/shyftlabsio?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-05-09
Candidature spontanée,https://ca.linkedin.com/jobs/view/candidature-spontan%C3%A9e-at-coex-3291290714?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=Za%2FnFA5OjRQBUFeuLUVxLQ%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,COEX,https://ca.linkedin.com/company/coex.atelier?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montreal, Quebec, Canada",2022-09-02
Machine Learning Developer,https://ca.linkedin.com/jobs/view/machine-learning-developer-at-osedea-3480251614?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=0kq9v7lINrPpJzKpCe2ZWg%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,Osedea,https://ca.linkedin.com/company/osedea?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montreal, Quebec, Canada",2023-01-22
AI Research Engineer,https://ca.linkedin.com/jobs/view/ai-research-engineer-at-phaidra-3641788565?refId=iISII9jEMhoDZdgdUZ2MSg%3D%3D&trackingId=B3dRv%2B%2FPt1Pm8vuPsJGR3A%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,Phaidra,https://www.linkedin.com/company/phaidra-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Edmonton, Alberta, Canada",2023-06-13
AI Research Engineer,https://ca.linkedin.com/jobs/view/ai-research-engineer-at-phaidra-3641788565?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=rAsqVuSi4sw50dj8%2B2Bjhg%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,Phaidra,https://www.linkedin.com/company/phaidra-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Edmonton, Alberta, Canada",2023-06-13
"Lead Data Scientist (DL & AI Modeling, Forecasting) (Canada)",https://ca.linkedin.com/jobs/view/lead-data-scientist-dl-ai-modeling-forecasting-canada-at-tiger-analytics-3610755861?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=tmkbLQWr03LVx67cmnONww%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card,Tiger Analytics,https://www.linkedin.com/company/tiger-analytics?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-05-17
"Data Scientist, Growth",https://ca.linkedin.com/jobs/view/data-scientist-growth-at-stripe-3647552827?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=bDCvrXylXbk65pce%2FuxKug%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card,Stripe,https://www.linkedin.com/company/stripe?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-06-01
"Data Scientist, Growth",https://ca.linkedin.com/jobs/view/data-scientist-growth-at-stripe-3619949916?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=M%2F7rcquzCGvDUnBe0D6YmA%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card,Stripe,https://www.linkedin.com/company/stripe?trk=public_jobs_jserp-result_job-search-card-subtitle,Canada,2023-05-02
Data Scientist / Engineer - Freelance [Remote],https://ca.linkedin.com/jobs/view/data-scientist-engineer-freelance-remote-at-braintrust-3647562319?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=HOG9mqMr6G7Mc3OeVq3Yig%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,Braintrust,https://www.linkedin.com/company/usebraintrust?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montreal, Quebec, Canada",2023-06-27
Data Scientist,https://ca.linkedin.com/jobs/view/data-scientist-at-canadian-tire-corporation-3575855952?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=fHzAm9q1NdCritSmL1dyuQ%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,Canadian Tire Corporation,https://ca.linkedin.com/company/canadian-tire?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-03-29
Machine Learning Engineer - Contract,https://ca.linkedin.com/jobs/view/machine-learning-engineer-contract-at-olympic-industries-ulc-3627033000?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=JN%2BL9ozQykGKs5ahjmxvPQ%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card,Olympic Industries ULC,https://ca.linkedin.com/company/olympic-industries?trk=public_jobs_jserp-result_job-search-card-subtitle,"North Vancouver, British Columbia, Canada",2023-06-05
Spécialiste en science des données / Data Scientist,https://ca.linkedin.com/jobs/view/sp%C3%A9cialiste-en-science-des-donn%C3%A9es-data-scientist-at-audiokinetic-3622762479?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=zTP66BhfjPJKlH0bK1Lixg%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card,Audiokinetic,https://ca.linkedin.com/company/audiokinetic?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montreal, Quebec, Canada",2023-05-30
Machine Learning Research Engineer,https://ca.linkedin.com/jobs/view/machine-learning-research-engineer-at-marketmuse-3641774207?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=jdWFLPo2MxwcdhCBdoWFOg%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card,MarketMuse,https://www.linkedin.com/company/marketmuse?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montreal, Quebec, Canada",2023-05-28
Senior Software Engineer (Prediction ML),https://ca.linkedin.com/jobs/view/senior-software-engineer-prediction-ml-at-oxa-3642927334?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=%2BabTzlbPtLPoeRa5ip%2F6SA%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card,Oxa,https://uk.linkedin.com/company/oxauniversalautonomy?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-06-22
Machine Learning Engineer,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-quincus-3575039861?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=4yao0Ccf%2BuOXAwvmRwm1yA%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card,Quincus,https://sg.linkedin.com/company/quincus?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-04-22
"JUNIOR DATA SCIENTIST - Dubai, UAE",https://ca.linkedin.com/jobs/view/junior-data-scientist-dubai-uae-at-cobblestone-energy-3641762809?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=Veu3o0EVdnv%2BEFwQNtYoaw%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card,Cobblestone Energy,https://ae.linkedin.com/company/cobblestone-energy?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-05-28
Data Scientist,https://ca.linkedin.com/jobs/view/data-scientist-at-nuvoola-ai-3631618726?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=f4xJ3QYGcWoycATXztac2w%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card,Nuvoola AI,https://ca.linkedin.com/company/nuvoola?trk=public_jobs_jserp-result_job-search-card-subtitle,"Québec, Quebec, Canada",2023-05-14
Senior Machine Learning Engineer (Full Stack),https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-full-stack-at-meda-agency-inc-3617146508?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=mkqfrGKgS2saqYX1QON8eA%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card,Meda Agency Inc.,https://ca.linkedin.com/company/medaagency?trk=public_jobs_jserp-result_job-search-card-subtitle,"Vancouver, British Columbia, Canada",2023-05-25
AI Scientist,https://ca.linkedin.com/jobs/view/ai-scientist-at-nuvoola-ai-3631620635?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=DsGJebF9duY3%2FzbKjoZNpg%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card,Nuvoola AI,https://ca.linkedin.com/company/nuvoola?trk=public_jobs_jserp-result_job-search-card-subtitle,"Québec, Quebec, Canada",2023-05-14
Data Scientist,https://ca.linkedin.com/jobs/view/data-scientist-at-matchatalent-3642035142?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=X0Y8L8ektlBgRvklzVA1TA%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card,MatchaTalent,https://id.linkedin.com/company/matchatalent?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-06-21
NLP Engineer,https://ca.linkedin.com/jobs/view/nlp-engineer-at-chubb-3638608276?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=n0YkW194SENZVsyAG15wOw%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card,Chubb,https://ch.linkedin.com/company/chubb?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-06-16
Principal Data Scientist,https://ca.linkedin.com/jobs/view/principal-data-scientist-at-experfy-3651208039?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=y2AAhNMatkNjIjG0ueTygg%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card,Experfy,https://www.linkedin.com/company/experfy?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-06-04
Data Scientist / Machine Learning Specialist,https://ca.linkedin.com/jobs/view/data-scientist-machine-learning-specialist-at-resource-logistics-inc-3645209613?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=56KNawOyo5WxgXdL%2BMGEww%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card,Resource Logistics Inc.,https://www.linkedin.com/company/resource-logistics?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montreal, Quebec, Canada",2023-06-30
"Data Scientist, Forecasting Platform",https://ca.linkedin.com/jobs/view/data-scientist-forecasting-platform-at-stripe-3592316451?refId=BPa9cZY64EkgRIbtGW34Vg%3D%3D&trackingId=qfO5YS14upFLnjAGZPmfow%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card,Stripe,https://www.linkedin.com/company/stripe?trk=public_jobs_jserp-result_job-search-card-subtitle,"Toronto, Ontario, Canada",2023-06-27
